Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC),,,Row Labels
TAGGED,42735,AK,ADFG,H,CRYSTAL LAKE,1985,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.9,,1987,EARL WEST COV 107-40,5/25/1987,25514,206000,,1,AD,,,,,,,SITKA SOUND 113-41
TAGGED,43004,AK,ADFG,H,CRYSTAL LAKE,1986,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.8,,1988,EARL WEST COV 107-40,5/17/1988,42290,482700,,1,AD,,,,,,,SIX MILE CR 247-60
TAGGED,43202,AK,ADFG,H,CRYSTAL LAKE,1987,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.6,,1989,EARL WEST COV 107-40,5/31/1989,48105,394200,R,1,AD,,,,,,,SOUTH R 333-60
TAGGED,43408,AK,ADFG,H,CRYSTAL LAKE,1988,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.8,111,1990,EARL WEST COV 107-40,5/28/1990,23504,246017,R,1,AD,,,,,,,SPEEL ARM 111-33
TAGGED,43409,AK,ADFG,H,CRYSTAL LAKE,1988,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.8,111,1990,EARL WEST COV 107-40,5/28/1990,24710,240483,R,1,AD,,,,,,,SPRING CR 231-30
TAGGED,43604,AK,ADFG,H,CRYSTAL LAKE,1989,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.9,130,1991,EARL WEST COV 107-40,5/25/1991,20103,158880,R,1,AD,,,,,,,STARRIGAVAN B 113-41
TAGGED,43605,AK,ADFG,H,CRYSTAL LAKE,1989,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.9,130,1991,EARL WEST COV 107-40,5/25/1991,30248,240720,R,1,AD,,,,,,,STARRIGAVAN R 113-41
TAGGED,43815,AK,ADFG,H,CRYSTAL LAKE,1990,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.8,112,1992,EARL WEST COV 107-40,5/15/1992,19527,170400,R,1,AD,,,,,,,SUMMIT LK 247-60 (B)
TAGGED,43820,AK,ADFG,H,CRYSTAL LAKE,1990,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.4,115,1992,EARL WEST COV 107-40,5/15/1992,28226,197700,R,1,AD,,,,,,,TAHINI R 115-32
TAGGED,44026,AK,ADFG,H,CRYSTAL LAKE,1991,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.5,117,1993,EARL WEST COV 107-40,5/14/1993,25674,228010,R,1,AD,,,,,,,TAIYA INLET 115-34
TAGGED,44027,AK,ADFG,H,CRYSTAL LAKE,1991,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.5,117,1993,EARL WEST COV 107-40,5/14/1993,23455,208290,R,1,AD,,,,,,,TAMGAS CR 101-25
TAGGED,44241,AK,ADFG,H,CRYSTAL LAKE,1992,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.1,115,1994,EARL WEST COV 107-40,5/22/1994,24153,163979,R,1,AD,,,,REPLICATE TO 044240,,,TENT CR 101-25
TAGGED,44240,AK,ADFG,H,CRYSTAL LAKE,1992,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.2,120,1994,EARL WEST COV 107-40,5/22/1994,24023,152121,R,1,AD,,,,REPLICATE TO 044241,,,THANE NET PENS 111-40
TAGGED,44432,AK,ADFG,H,CRYSTAL LAKE,1993,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.8,129,1995,EARL WEST COV 107-40,5/21/1995,28681,203572,R,1,AD,,,,,,,THOMAS BASIN 101-47
TAGGED,44244,AK,ADFG,H,CRYSTAL LAKE,1994,CRYSTAL CR,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,26.8,131,1996,EARL WEST COV 107-40,5/26/1996,26739,241606,R,1,AD,,,,,,,THORNE BAY 102-70
TAGGED,44532,AK,ADFG,H,CRYSTAL LAKE,1995,CRYSTAL CR,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,25.8,131,1997,EARL WEST COV 107-40,5/28/1997,18555,196430,R,1,AD,,,,REPLICATE TO 044536 & 044538,,,THUMB COVE 231-30
TAGGED,44536,AK,ADFG,H,CRYSTAL LAKE,1995,CRYSTAL CR,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,25.8,131,1997,EARL WEST COV 107-40,5/28/1997,9247,101191,R,1,AD,,,,REPLICATE TO 044532 & 044538,,,TUTKA BAY 241-16
TAGGED,44538,AK,ADFG,H,CRYSTAL LAKE,1995,CRYSTAL CR,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,25.8,131,1997,EARL WEST COV 107-40,5/28/1997,9167,99208,R,1,AD,,,,REPLICATE TO 044532 & 044536,,,TWIN FALLS CR 244-70 (B)
TAGGED,44709,AK,ADFG,H,CRYSTAL LAKE,1996,CRYSTAL CR,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,28.9,123,1998,EARL WEST COV 107-40,5/24/1998,30644,386426,R,1,AD,,,,,,,VALDEZ GLACIER STR 221-61
TAGGED,40149,AK,ADFG,H,CRYSTAL LAKE,1997,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.55,127,1999,EARL WEST COV 107-40,5/27/1999,37598,364405,,1,AD,,,,,,,VALDEZ HARBOR 221-61
TAGGED,40419,AK,ADFG,H,CRYSTAL LAKE,1998,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.52,,2000,EARL WEST COV 107-40,5/30/2000,37074,441038,,1,AD,,,,,,,VALDEZ OLD TOWN SITE 221
TAGGED,B40010,AK,ADFG,H,CRYSTAL LAKE,1984,FARRAGUT R,,CHINOOK,FED FRY     ,1.8,,1985,FARRAGUT LK 110-14,7/25/1985,11735,11950,R,1,AD,,,,,,,WARD COVE 101-47
TAGGED,B40011,AK,ADFG,H,CRYSTAL LAKE,1984,FARRAGUT R,,CHINOOK,FED FRY     ,1.8,,1985,FARRAGUT LK 110-14,7/25/1985,9413,9586,R,1,AD,,,,,,,WELLS PASSAGE 223-40
TAGGED,B30609,AK,ADFG,H,CRYSTAL LAKE,1985,FARRAGUT R,,CHINOOK,FED FRY     ,1.2,,1986,FARRAGUT LK 110-14,5/14/1986,11968,12040,R,1,AD,,,,,,,WHITTIER HBR 224-10
TAGGED,401020515,AK,ADFG,H,CRYSTAL LAKE,1991,FARRAGUT R,FARRAGUT R,CHINOOK,FINGERLING  ,1.3,49,1992,FARRAGUT LK 110-14,6/11/1992,23431,32856,R,1,AD,,,,,,,WHITTIER+CORDOVA
TAGGED,401020514,AK,ADFG,H,CRYSTAL LAKE,1991,FARRAGUT R,FARRAGUT R,CHINOOK,FINGERLING  ,1.36,49,1992,FARRAGUT LK 110-14,6/11/1992,24298,33600,R,1,AD,,,,,,,WHITTIER+LAKE BAY
TAGGED,401020912,AK,ADFG,H,CRYSTAL LAKE,1992,FARRAGUT R,FARRAGUT R,CHINOOK,FED FRY     ,0.87,43,1993,FARRAGUT LK 110-14,6/9/1993,24046,48901,R,1,AD,,,,,,,WILLOW CR 247-41
TAGGED,401020913,AK,ADFG,H,CRYSTAL LAKE,1992,FARRAGUT R,FARRAGUT R,CHINOOK,FED FRY     ,0.87,43,1993,FARRAGUT LK 110-14,6/9/1993,22204,46897,R,1,AD,,,,,,,WILLOW+DECEPTION 247-41
TAGGED,401021403,AK,ADFG,H,CRYSTAL LAKE,1993,FARRAGUT R,FARRAGUT R,CHINOOK,FED FRY     ,1.18,47,1994,FARRAGUT LK 110-14,5/31/1994,26913,63658,R,1,AD,,,,REPLICATE TO 0401021404,,,WOOD CR 334-40
TAGGED,401021404,AK,ADFG,H,CRYSTAL LAKE,1993,FARRAGUT R,FARRAGUT R,CHINOOK,FED FRY     ,1.18,47,1994,FARRAGUT LK 110-14,5/31/1994,25676,61462,R,1,AD,,,,REPLICATE TO 0401021403,,,Grand Total
TAGGED,B41212,AK,ADFG,H,CRYSTAL LAKE,1983,FARRAGUT R,,CHINOOK,FED FRY     ,1.2,,1984,FARRAGUT R 110-14,5/1/1984,10836,11012,R,1,AD,,,,,,,
TAGGED,B41215,AK,ADFG,H,CRYSTAL LAKE,1983,FARRAGUT R,,CHINOOK,FED FRY     ,1.2,,1984,FARRAGUT R 110-14,5/1/1984,5666,5758,R,1,AD,,,,,,,
TAGGED,B41301,AK,ADFG,H,CRYSTAL LAKE,1983,FARRAGUT R,,CHINOOK,FED FRY     ,1.2,,1984,FARRAGUT R 110-14,5/1/1984,5898,5994,R,1,AD,,,,,,,
TAGGED,B40008,AK,ADFG,H,CRYSTAL LAKE,1984,FARRAGUT R,,CHINOOK,FED FRY     ,1.8,,1985,FARRAGUT R 110-14,7/25/1985,11524,11979,R,1,AD,,,,,,,
TAGGED,B40009,AK,ADFG,H,CRYSTAL LAKE,1984,FARRAGUT R,,CHINOOK,FED FRY     ,1.8,,1985,FARRAGUT R 110-14,7/25/1985,11345,11793,R,1,AD,,,,,,,
TAGGED,B41208,AK,ADFG,H,CRYSTAL LAKE,1983,TAHINI+FARRAGUT,,CHINOOK,PRESMOLT    ,16,,1984,GENGEN LK OHMER CR,9/22/1984,10657,10863,R,1,AD,,,,,,,
TAGGED,B41210,AK,ADFG,H,CRYSTAL LAKE,1983,TAHINI+FARRAGUT,,CHINOOK,PRESMOLT    ,16,,1984,GENGEN LK OHMER CR,9/22/1984,1280,1305,R,1,AD,,,,,,,
TAGGED,B41211,AK,ADFG,H,CRYSTAL LAKE,1983,TAHINI+FARRAGUT,,CHINOOK,PRESMOLT    ,16,,1984,GENGEN LK OHMER CR,9/22/1984,1188,1211,R,1,AD,,,,,,,
TAGGED,B30513,AK,ADFG,H,CRYSTAL LAKE,1986,HARDING R,,CHINOOK,FED FRY     ,0.9,,1987,HARDING R 107-40,5/20/1987,11778,12043,C,1,AD,,,,CODES USED: B30513  B30608  B41312,,,
TAGGED,B30608,AK,ADFG,H,CRYSTAL LAKE,1986,HARDING R,,CHINOOK,FED FRY     ,0.9,,1987,HARDING R 107-40,5/20/1987,11277,11531,C,1,AD,,,,CODES USED: B30513  B30608  B41312,,,
TAGGED,B41312,AK,ADFG,H,CRYSTAL LAKE,1986,HARDING R,,CHINOOK,FED FRY     ,0.9,,1987,HARDING R 107-40,5/20/1987,6796,6949,C,1,AD,,,,CODES USED: B40513  B30608  B41312,,,
TAGGED,401011005,AK,ADFG,H,CRYSTAL LAKE,1989,HARDING R,HARDING R,CHINOOK,FED FRY     ,0.98,45,1990,HARDING R 107-40,6/13/1990,11319,11890,C,1,AD,,,,,,,
TAGGED,401011006,AK,ADFG,H,CRYSTAL LAKE,1989,HARDING R,HARDING R,CHINOOK,FED FRY     ,0.98,45,1990,HARDING R 107-40,6/13/1990,11275,11844,C,1,AD,,,,,,,
TAGGED,401011007,AK,ADFG,H,CRYSTAL LAKE,1989,HARDING R,HARDING R,CHINOOK,FED FRY     ,0.98,45,1990,HARDING R 107-40,6/13/1990,7115,7474,C,1,AD,,,,,,,
TAGGED,401011510,AK,ADFG,H,CRYSTAL LAKE,1991,HARDING R,HARDING R,CHINOOK,FINGERLING  ,1.53,51,1992,HARDING R 107-40,7/8/1992,33850,41769,C,1,AD,,,,,,,
NOT TAGGED,!01741ADFG04,AK,ADFG,H,CRYSTAL LAKE,1972,NON ALASKA,,CHINOOK,SMOLT       ,26.31,,1974,MENDENHALL R 111-50,5/28/1974,0,25430,,1,D,,,,WASHINGTON CARSON RIVER STOCK,,,
TAGGED,44242,AK,ADFG,H,CRYSTAL LAKE,1995,LPW (UNUK R),UNUK R 101-75,CHINOOK,SMOLT       ,34,136,1997,NEETS BAY 101-90,6/1/1997,15175,169383,R,1,AD,,,,REPLICATE TO 044243,,,
TAGGED,44243,AK,ADFG,H,CRYSTAL LAKE,1995,LPW (UNUK R),UNUK R 101-75,CHINOOK,SMOLT       ,34,136,1997,NEETS BAY 101-90,6/1/1997,15533,169384,R,1,AD,,,,REPLICATE TO 044242,,,
TAGGED,45003,AK,ADFG,H,CRYSTAL LAKE,1996,WHITMAN LK,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,24.5,136,1998,NEETS BAY 101-90,5/26/1998,34541,404278,R,1,AD,,,,,,,
TAGGED,40150,AK,ADFG,H,CRYSTAL LAKE,1997,WHITMAN LK,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,26.6,144,1999,NEETS BAY 101-90,6/4/1999,39980,347334,,1,AD,,,,,,,
TAGGED,40420,AK,ADFG,H,CRYSTAL LAKE,1998,WHITMAN LK,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,16.99,114,2000,NEETS BAY 101-90,6/1/2000,44326,421803,,1,AD,,,,,,,
TAGGED,42353,AK,ADFG,H,CRYSTAL LAKE,1982,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.5,,1984,OHMER CR 108-40,5/15/1984,30575,100000,,1,AD,,,,,,,
TAGGED,42615,AK,ADFG,H,CRYSTAL LAKE,1984,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,9.7,,1986,OHMER CR 108-40,5/9/1986,31996,106000,R,1,AD,,,,,,,
TAGGED,42614,AK,ADFG,H,CRYSTAL LAKE,1984,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,,9.9,,1986,OHMER CR 108-40,5/15/1986,31166,95000,R,1,AD,,,,,,,
TAGGED,42757,AK,ADFG,H,CRYSTAL LAKE,1987,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.4,,1989,OHMER CR 108-40,5/11/1989,27962,228569,R,1,AD,,,,,,,
TAGGED,43412,AK,ADFG,H,CRYSTAL LAKE,1988,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,9.4,95,1990,OHMER CR 108-40,5/15/1990,30250,342493,R,1,AD,,,,,,,
TAGGED,B41114,AK,ADFG,H,CRYSTAL LAKE,1984,TAHINI R,,CHINOOK,FED FRY     ,0.7,,1985,TAHINI R 115-32,5/20/1985,42360,42961,C,1,AD,,,,,,,
TAGGED,B30610,AK,ADFG,H,CRYSTAL LAKE,1985,TAHINI R,,CHINOOK,FED FRY     ,1.1,,1986,TAHINI R 115-32,5/12/1986,10419,10975,R,1,AD,,,,REPLICATES: B30610 THRU B30613,,,
TAGGED,B30611,AK,ADFG,H,CRYSTAL LAKE,1985,TAHINI R,,CHINOOK,FED FRY     ,1.1,,1986,TAHINI R 115-32,5/12/1986,10539,11102,R,1,AD,,,,REPLICATES: B30610 THRU B30613,,,
TAGGED,B30612,AK,ADFG,H,CRYSTAL LAKE,1985,TAHINI R,,CHINOOK,FED FRY     ,1.1,,1986,TAHINI R 115-32,5/12/1986,11383,11991,R,1,AD,,,,REPLICATES: B30610 THRU B30613,,,
TAGGED,B30613,AK,ADFG,H,CRYSTAL LAKE,1985,TAHINI R,,CHINOOK,FED FRY     ,1.1,,1986,TAHINI R 115-32,5/12/1986,11779,12410,R,1,AD,,,,REPLICATES: B30610 THRU B30613,,,
TAGGED,42755,AK,ADFG,H,DEER MOUNTAIN,1986,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,23.1,,1988,BIG SALT 103-60,5/31/1988,21900,28000,R,1,AD,,,,,,,
TAGGED,42756,AK,ADFG,H,DEER MOUNTAIN,1986,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,28.5,,1988,BIG SALT 103-60,5/31/1988,19059,23000,R,1,AD,,,,,,,
TAGGED,43534,AK,ADFG,H,DEER MOUNTAIN,1989,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,19.8,123,1991,BIG SALT 103-60,5/24/1991,9408,12565,R,1,AD,,,,,,,
TAGGED,43535,AK,ADFG,H,DEER MOUNTAIN,1989,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,19.8,123,1991,BIG SALT 103-60,5/24/1991,9343,12476,R,1,AD,,,,,,,
TAGGED,42360,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,PRESMOLT    ,16.8,,1985,BOLD IS LK 101-41,11/6/1985,20137,27900,R,1,AD,,,,,,,
TAGGED,B40307,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,FED FRY     ,2,,1985,BRENNAN LK 102-40,7/8/1985,18286,69400,R,1,AD,,,,,,,
TAGGED,B41205,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,FED FRY     ,2,,1985,BRENNAN LK 102-40,7/8/1985,29586,112000,R,1,AD,,,,,,,
TAGGED,B41310,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,FED FRY     ,2,,1985,BRENNAN LK 102-40,7/8/1985,11666,44300,R,1,AD,,,,,,,
TAGGED,B30514,AK,ADFG,H,DEER MOUNTAIN,1985,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,9.7,,1986,CRAB BAY 103-60,7/7/1986,7212,34000,R,1,AD,,,,REPLICATE TO B30515,,,
TAGGED,B30515,AK,ADFG,H,DEER MOUNTAIN,1985,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,9.7,,1986,CRAB BAY 103-60,7/7/1986,7876,37000,R,1,AD,,,,REPLICATE TO B30514,,,
TAGGED,B31408,AK,ADFG,H,DEER MOUNTAIN,1986,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,9,,1987,CRAB BAY 103-60,6/29/1987,13371,48000,Z,1,AD,,,,,,,
TAGGED,41746,AK,ADFG,H,DEER MOUNTAIN,1977,CRIPPLE CR,,CHINOOK,,26.06,,1979,KETCHIKAN CR 101-47,5/1/1979,10165,10546,,1,AD,,,,,,,
TAGGED,41747,AK,ADFG,H,DEER MOUNTAIN,1977,CRIPPLE CR,,CHINOOK,,30.03,,1979,KETCHIKAN CR 101-47,5/1/1979,7258,7576,,1,AD,,,,,,,
TAGGED,41932,AK,ADFG,H,DEER MOUNTAIN,1978,CRIPPLE CR,,CHINOOK,,15.64,,1980,KETCHIKAN CR 101-47,5/1/1980,12623,13403,,1,AD,,,,,,,
TAGGED,41938,AK,ADFG,H,DEER MOUNTAIN,1978,CRIPPLE CR,,CHINOOK,,15.64,,1980,KETCHIKAN CR 101-47,5/1/1980,19485,20751,,1,AD,,,,,,,
TAGGED,41939,AK,ADFG,H,DEER MOUNTAIN,1978,CRIPPLE CR,,CHINOOK,,15.64,,1980,KETCHIKAN CR 101-47,5/1/1980,17659,18789,,1,AD,,,,,,,
TAGGED,41940,AK,ADFG,H,DEER MOUNTAIN,1978,CRIPPLE CR,,CHINOOK,,15.64,,1980,KETCHIKAN CR 101-47,5/1/1980,17947,19121,,1,AD,,,,,,,
TAGGED,42040,AK,ADFG,H,DEER MOUNTAIN,1979,CRIPPLE CR,,CHINOOK,,13.49,,1981,KETCHIKAN CR 101-47,5/1/1981,15733,15893,,1,AD,,,,,,,
TAGGED,42039,AK,ADFG,H,DEER MOUNTAIN,1979,CRIPPLE CR,,CHINOOK,,16.67,,1981,KETCHIKAN CR 101-47,5/1/1981,15203,15358,,1,AD,,,,,,,
TAGGED,41945,AK,ADFG,H,DEER MOUNTAIN,1979,CRIPPLE CR,,CHINOOK,,17.85,,1981,KETCHIKAN CR 101-47,5/1/1981,14533,14982,,1,AD,,,,,,,
TAGGED,41943,AK,ADFG,H,DEER MOUNTAIN,1979,CRIPPLE CR,,CHINOOK,,24.38,,1981,KETCHIKAN CR 101-47,5/1/1981,14364,15445,,1,AD,,,,,,,
TAGGED,41917,AK,ADFG,H,DEER MOUNTAIN,1979,CRIPPLE CR,,CHINOOK,,29.45,,1981,KETCHIKAN CR 101-47,5/1/1981,3820,4065,,1,AD,,,,,,,
TAGGED,42121,AK,ADFG,H,DEER MOUNTAIN,1980,CRIPPLE CR,,CHINOOK,,16.92,,1982,KETCHIKAN CR 101-47,5/17/1982,91625,100576,,1,AD,,,,,,,
TAGGED,41944,AK,ADFG,H,DEER MOUNTAIN,1980,CRIPPLE CR,,CHINOOK,,23.26,,1982,KETCHIKAN CR 101-47,5/17/1982,16463,18272,,1,AD,,,,,,,
TAGGED,42223,AK,ADFG,H,DEER MOUNTAIN,1981,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,16.6,,1983,KETCHIKAN CR 101-47,5/16/1983,15784,80231,E,1,AD,,,,,,,
TAGGED,42222,AK,ADFG,H,DEER MOUNTAIN,1981,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,17.7,,1983,KETCHIKAN CR 101-47,5/16/1983,8341,8529,,1,AD,,,,,,,
TAGGED,42227,AK,ADFG,H,DEER MOUNTAIN,1981,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,17.8,,1983,KETCHIKAN CR 101-47,5/16/1983,15882,39146,E,1,AD,,,,,,,
TAGGED,42534,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.6,,1986,KETCHIKAN CR 101-47,5/16/1986,8827,9081,D,1,AD,,,,REPLICATES: 042534 THRU 042536,,,
TAGGED,42535,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.6,,1986,KETCHIKAN CR 101-47,5/16/1986,10153,10445,D,1,AD,,,,REPLICATES: 042534 THRU 042536,,,
TAGGED,42536,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.6,,1986,KETCHIKAN CR 101-47,5/16/1986,3659,3764,D,1,AD,,,,REPLICATES: 042534 THRU 042536,,,
TAGGED,42537,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,27.8,,1986,KETCHIKAN CR 101-47,5/16/1986,10062,10102,D,1,AD,,,,REPLICATES: 042537 THRU 042539,,,
TAGGED,42538,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,27.8,,1986,KETCHIKAN CR 101-47,5/16/1986,10279,10320,D,1,AD,,,,REPLICATES: 042537 THRU 042539,,,
TAGGED,42539,AK,ADFG,H,DEER MOUNTAIN,1984,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,27.8,,1986,KETCHIKAN CR 101-47,5/16/1986,2651,2662,D,1,AD,,,,REPLICATES: 042537 THRU 042539,,,
TAGGED,42713,AK,ADFG,H,DEER MOUNTAIN,1985,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,33,,1987,KETCHIKAN CR 101-47,5/13/1987,9516,42000,,1,AD,,,,,,,
TAGGED,42754,AK,ADFG,H,DEER MOUNTAIN,1986,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.6,,1988,KETCHIKAN CR 101-47,5/16/1988,21945,70000,,1,AD,,,,,,,
TAGGED,43029,AK,ADFG,H,DEER MOUNTAIN,1987,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,11.4,,1989,KETCHIKAN CR 101-47,5/10/1989,8834,27508,,1,AD,,,,,,,
TAGGED,43030,AK,ADFG,H,DEER MOUNTAIN,1987,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,11.4,,1989,KETCHIKAN CR 101-47,5/10/1989,8810,27433,,1,AD,,,,,,,
TAGGED,43031,AK,ADFG,H,DEER MOUNTAIN,1987,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,11.4,,1989,KETCHIKAN CR 101-47,5/10/1989,8957,27890,,1,AD,,,,,,,
TAGGED,43032,AK,ADFG,H,DEER MOUNTAIN,1987,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,11.4,,1989,KETCHIKAN CR 101-47,5/10/1989,8318,25900,,1,AD,,,,,,,
TAGGED,43027,AK,ADFG,H,DEER MOUNTAIN,1987,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,13,,1989,KETCHIKAN CR 101-47,5/15/1989,19368,42899,,1,AD,,,,,,,
TAGGED,43028,AK,ADFG,H,DEER MOUNTAIN,1987,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,18.3,,1989,KETCHIKAN CR 101-47,5/13/1989,14351,15154,G,1,AD,,,,TRIPLOIDS,,,
TAGGED,43319,AK,ADFG,H,DEER MOUNTAIN,1988,LPW (UNUK R),UNUK R 101-75,CHINOOK,SMOLT       ,22,124,1990,KETCHIKAN CR 101-47,5/21/1990,9877,43084,O,1,AD,,,,,,,
TAGGED,43320,AK,ADFG,H,DEER MOUNTAIN,1988,LPW (UNUK R),UNUK R 101-75,CHINOOK,SMOLT       ,22.83,126,1990,KETCHIKAN CR 101-47,5/21/1990,9716,42469,O,1,AD,,,,,,,
TAGGED,43531,AK,ADFG,H,DEER MOUNTAIN,1989,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21,120,1991,KETCHIKAN CR 101-47,5/15/1991,9601,29771,,1,AD,,,,,,,
TAGGED,43532,AK,ADFG,H,DEER MOUNTAIN,1989,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21,120,1991,KETCHIKAN CR 101-47,5/15/1991,9655,30036,,1,AD,,,,,,,
TAGGED,43533,AK,ADFG,H,DEER MOUNTAIN,1989,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.83,123,1991,KETCHIKAN CR 101-47,5/28/1991,9343,19257,E,1,AD,,,,,,,
TAGGED,43747,AK,ADFG,H,DEER MOUNTAIN,1990,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.64,123,1992,KETCHIKAN CR 101-47,5/15/1992,6780,10126,D,1,AD,,,,,,,
TAGGED,43748,AK,ADFG,H,DEER MOUNTAIN,1990,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.64,123,1992,KETCHIKAN CR 101-47,5/15/1992,7287,10884,D,1,AD,,,,,,,
TAGGED,42945,AK,ADFG,H,DEER MOUNTAIN,1990,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.93,131,1992,KETCHIKAN CR 101-47,5/15/1992,15976,64467,,1,AD,,,,,,,
TAGGED,43749,AK,ADFG,H,DEER MOUNTAIN,1990,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,25.64,127,1992,KETCHIKAN CR 101-47,5/15/1992,7905,10002,D,1,AD,,,,,,,
TAGGED,43750,AK,ADFG,H,DEER MOUNTAIN,1990,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,25.64,127,1992,KETCHIKAN CR 101-47,5/15/1992,8959,11337,D,1,AD,,,,,,,
TAGGED,43745,AK,ADFG,H,DEER MOUNTAIN,1990,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.04,128,1992,KETCHIKAN CR 101-47,5/15/1992,8520,10564,D,1,AD,,,,,,,
TAGGED,43746,AK,ADFG,H,DEER MOUNTAIN,1990,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.04,128,1992,KETCHIKAN CR 101-47,5/15/1992,8419,10439,D,1,AD,,,,,,,
