Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC),,,Row Labels
TAGGED,42985,AK,PWHA,H,PORT SAINT NICHOLAS,2010,ANDREW CR 108-40,,CHINOOK,SMOLT       ,31,154,2012,PORT ST NICHOLAS CR 10360,6/1/2012,32676,96737,,1,AD,,,,,,,
TAGGED,43246,AK,PWHA,H,PORT SAINT NICHOLAS,2011,CHICKAMIN R 101-71,UNUK R 101-75,CHINOOK,SMOLT       ,34,160,2013,PORT ST NICHOLAS CR 10360,5/23/2013,3057,3075,,1,AD,,,,,,,
TAGGED,43296,AK,PWHA,H,PORT SAINT NICHOLAS,2012,CHICKAMIN R 101-71,UNUK R 101-75,CHINOOK,SMOLT       ,25.2,,2014,PORT ST NICHOLAS CR 10360,5/16/2014,30743,246358,,1,AD+TM,"1,5H","1:1.1,2.5",WHITMAN12CHIN,,,,
TAGGED,43888,AK,PWHA,H,PORT SAINT NICHOLAS,2013,CHICKAMIN R 101-71,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,25.5,,2015,PORT ST NICHOLAS CR 10360,5/19/2015,32681,175459,,1,AD+TM,"1,5H","1:1.1,2.5",WHITMAN13CHIN,,,,
TAGGED,44368,AK,PWHA,H,PORT SAINT NICHOLAS,2014,CHICKAMIN R 101-71,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,24.4,,2016,PORT ST NICHOLAS CR 10360,5/20/2016,31355,100318,,1,AD+TM,"1,5H","1:1.1,2.5",WHITMAN14CHIN,,,,
TAGGED,312310,AK,PWSA,H,WALLY NOERENBERG,1992,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,,,1994,CHENEGA BAY 226-40,5/27/1994,2524,50318,R,2,AD,,,,,,,
NOT TAGGED,!12951PWSA02,AK,PWSA,H,WALLY NOERENBERG,1993,WALLY NOERENBERG,,CHINOOK,SMOLT       ,,,1995,CHENEGA BAY 226-40,6/15/1995,0,49990,,2,NO MARK,,,,,,,
NOT TAGGED,!12961PWSA02,AK,PWSA,H,WALLY NOERENBERG,1994,WALLY NOERENBERG,,CHINOOK,SMOLT       ,31.18,,1996,CHENEGA BAY 226-40,6/4/1996,0,49900,,2,NO MARK,,,,,,,
NOT TAGGED,!12971PWSA02,AK,PWSA,H,WALLY NOERENBERG,1995,DESHKA R,,CHINOOK,SMOLT       ,33,,1997,CHENEGA BAY 226-40,6/5/1997,0,49733,,2,NO MARK,,,,,,,
NOT TAGGED,!12981PWSA02,AK,PWSA,H,WALLY NOERENBERG,1996,DESHKA R,,CHINOOK,SMOLT       ,34.5,,1998,CHENEGA BAY 226-40,5/31/1998,0,43411,,2,NO MARK,,,,,,,
NOT TAGGED,!01121PWSA01,AK,PWSA,H,WALLY NOERENBERG,2010,SHIP CR,SHIP CR,CHINOOK,SMOLT       ,13.94,108,2012,CHENEGA BAY 226-40,6/6/2012,0,49700,,2,TM,"2,4H","1:1.2,2.4",PWS10CHIN,,,,
NOT TAGGED,!01131PWSA01,AK,PWSA,H,WALLY NOERENBERG,2011,SHIP CR,SHIP CR,CHINOOK,SMOLT       ,20.5,,2013,CHENEGA BAY 226-40,6/3/2013,0,48000,,2,TM,"2,4H","1:1.2,2.4",PWS11CHIN,,,,
NOT TAGGED,!01141PWSA01,AK,PWSA,H,WALLY NOERENBERG,2012,SHIP CR,SHIP CR,CHINOOK,SMOLT       ,17.98,,2014,CHENEGA BAY 226-40,6/4/2014,0,25800,,2,TM,"2,4H","1:1.2,2.4",PWS12CHIN,,,,
NOT TAGGED,!01151PWSA01,AK,PWSA,H,WALLY NOERENBERG,2013,SHIP CR,SHIP CR,CHINOOK,SMOLT       ,23,,2015,CHENEGA BAY 226-40,6/2/2015,0,44200,,2,TM,"2,4H","1:1.2,2.4",PWS13CHIN,,,,
TAGGED,311916,AK,PWSA,H,WALLY NOERENBERG,1988,DESHKA R,DESHKA R,CHINOOK,SMOLT       ,20.6,,1990,FLEMING SPIT 221-10,5/18/1990,5124,20282,R,2,AD,,,,,,,
TAGGED,312046,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,17.2,,1992,FLEMING SPIT 221-10,6/2/1992,5119,102116,R,2,AD,,,,,,,
TAGGED,312309,AK,PWSA,H,WALLY NOERENBERG,1992,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,,,1994,FLEMING SPIT 221-10,5/26/1994,4974,99334,R,2,AD,,,,,,,
NOT TAGGED,!12951PWSA04,AK,PWSA,H,WALLY NOERENBERG,1993,WALLY NOERENBERG,,CHINOOK,SMOLT       ,,,1995,FLEMING SPIT 221-10,6/9/1995,0,89197,,2,NO MARK,,,,,,,
NOT TAGGED,!12971PWSA01,AK,PWSA,H,WALLY NOERENBERG,1995,DESHKA R,,CHINOOK,SMOLT       ,33,,1997,FLEMING SPIT 221-10,6/2/1997,0,46111,,2,NO MARK,,,,,,,
NOT TAGGED,!12981PWSA01,AK,PWSA,H,WALLY NOERENBERG,1996,DESHKA R,,CHINOOK,SMOLT       ,34.5,,1998,FLEMING SPIT 221-10,5/29/1998,0,35627,,2,NO MARK,,,,,,,
NOT TAGGED,!12861PWSA01,AK,PWSA,H,WALLY NOERENBERG,1985,DESHKA R,,CHINOOK,SMOLT       ,10.2,,1986,LAKE BAY 223-40,7/17/1986,0,57544,,2,NO MARK,,,,,,,
NOT TAGGED,!12881PWSA01,AK,PWSA,H,WALLY NOERENBERG,1986,DESHKA R,,CHINOOK,SMOLT       ,63.6,,1988,LAKE BAY 223-40,6/1/1988,0,44787,,2,NO MARK,,,,,,,
NOT TAGGED,!12891PWSA01,AK,PWSA,H,WALLY NOERENBERG,1987,DESHKA R,,CHINOOK,SMOLT       ,49.6,,1989,LAKE BAY 223-40,6/7/1989,0,144934,,2,NO MARK,,,,,,,
TAGGED,311905,AK,PWSA,H,WALLY NOERENBERG,1988,DESHKA R,DESHKA R,CHINOOK,SMOLT       ,28,,1990,LAKE BAY 223-40,6/8/1990,31717,121657,T,2,AD,,,,,,,
TAGGED,311947,AK,PWSA,H,WALLY NOERENBERG,1989,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,9.68,,1991,LAKE BAY 223-40,5/28/1991,30772,241348,E,2,AD,,,,,,,
TAGGED,312045,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,22.5,,1992,LAKE BAY 223-40,6/8/1992,6490,274754,E,2,AD,,,,,,,
TAGGED,312105,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,15.81,,1993,LAKE BAY 223-40,6/3/1993,13663,273429,E,2,AD,,,,,,,
TAGGED,312307,AK,PWSA,H,WALLY NOERENBERG,1992,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,,,1994,LAKE BAY 223-40,5/25/1994,19734,394606,E,2,AD,,,,,,,
NOT TAGGED,!12941PWSA01,AK,PWSA,H,WALLY NOERENBERG,1993,WALLY NOERENBERG,,CHINOOK,EMERGENT FRY,0.45,,1994,LAKE BAY 223-40,10/1/1994,0,144589,,2,NO MARK,,,,,,,
NOT TAGGED,!12951PWSA01,AK,PWSA,H,WALLY NOERENBERG,1993,WALLY NOERENBERG,,CHINOOK,SMOLT       ,25.68,,1995,LAKE BAY 223-40,6/10/1995,0,395850,,2,NO MARK,,,,,,,
NOT TAGGED,!12961PWSA01,AK,PWSA,H,WALLY NOERENBERG,1994,WALLY NOERENBERG,,CHINOOK,SMOLT       ,30,,1996,LAKE BAY 223-40,6/10/1996,0,36515,,2,NO MARK,,,,,,,
TAGGED,312308,AK,PWSA,H,WALLY NOERENBERG,1992,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,,,1994,WHITTIER HBR 224-10,5/27/1994,4923,98302,R,2,AD,,,,,,,
NOT TAGGED,!12951PWSA03,AK,PWSA,H,WALLY NOERENBERG,1993,WALLY NOERENBERG,,CHINOOK,SMOLT       ,19.2,,1995,WHITTIER HBR 224-10,6/16/1995,0,102095,,2,NO MARK,,,,,,,
TAGGED,311953,AK,PWSA,H,WALLY NOERENBERG,1989,WALLY NOERENBERG,,CHINOOK,SMOLT       ,13.78,,1991,WHITTIER+CORDOVA,5/28/1991,10008,169549,E,2,AD,,,,,,,
TAGGED,312050,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,16.5,,1993,WHITTIER+CORDOVA,6/11/1993,4964,85677,R,2,AD,,,,,,,
TAGGED,312051,AK,PWSA,H,WALLY NOERENBERG,1991,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,16.5,,1993,WHITTIER+CORDOVA,6/10/1993,4982,113325,R,2,AD,,,,,,,
TAGGED,312047,AK,PWSA,H,WALLY NOERENBERG,1990,WALLY NOERENBERG,DESHKA R,CHINOOK,SMOLT       ,18.74,,1992,WHITTIER+LAKE BAY,6/10/1992,5366,102024,R,2,AD,,,,101769 RELEASED AT WHITTIER HBR 224-10. 255 RELEASED AT LAKE BAY 223-40.,,,
TAGGED,43435,AK,SJ,H,SHELDON JACKSON,1988,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.54,,1990,CRESCENT BAY 113-41,5/21/1990,9979,100482,,1,AD,,,,,,,
TAGGED,42812,AK,SJ,H,SHELDON JACKSON,1989,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.01,,1991,CRESCENT BAY 113-41,5/3/1991,10517,25249,,1,AD,,,,,,,
TAGGED,43225,AK,SJ,H,SHELDON JACKSON,1989,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.01,,1991,CRESCENT BAY 113-41,5/3/1991,10088,25347,,1,AD,,,,,,,
TAGGED,43720,AK,SJ,H,SHELDON JACKSON,1990,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.4,,1992,CRESCENT BAY 113-41,5/26/1992,10048,56087,,1,AD,,,,,,,
TAGGED,43721,AK,SJ,H,SHELDON JACKSON,1990,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.4,,1992,CRESCENT BAY 113-41,5/26/1992,10199,47046,,1,AD,,,,,,,
TAGGED,44052,AK,SJ,H,SHELDON JACKSON,1991,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.84,,1993,CRESCENT BAY 113-41,5/26/1993,9951,89443,,1,AD,,,,,,,
TAGGED,44305,AK,SJ,H,SHELDON JACKSON,1992,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.5,,1994,CRESCENT BAY 113-41,5/17/1994,9722,103391,,1,AD,,,,,,,
TAGGED,44509,AK,SJ,H,SHELDON JACKSON,1993,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.65,,1995,CRESCENT BAY 113-41,5/2/1995,9759,78358,,1,AD,,,,,,,
TAGGED,44511,AK,SJ,H,SHELDON JACKSON,1994,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.61,,1996,CRESCENT BAY 113-41,6/11/1996,9691,57792,,1,AD,,,,,,,
TAGGED,44814,AK,SJ,H,SHELDON JACKSON,1995,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.3,,1997,CRESCENT BAY 113-41,5/16/1997,9616,79070,,1,AD,,,,,,,
TAGGED,40119,AK,SJ,H,SHELDON JACKSON,1996,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.4,,1998,CRESCENT BAY 113-41,5/21/1998,9254,41323,,1,AD,,,,,,,
TAGGED,40247,AK,SJ,H,SHELDON JACKSON,1997,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.4,,1999,CRESCENT BAY 113-41,6/1/1999,11239,11376,,1,AD,,,,,,,
NOT TAGGED,!01001SJ01,AK,SJ,H,SHELDON JACKSON,1998,SHELDON JACKSON,,CHINOOK,SMOLT       ,17.2,,2000,CRESCENT BAY 113-41,5/25/2000,0,88124,,1,NO MARK,,,,,,,
TAGGED,40165,AK,SJ,H,SHELDON JACKSON,1999,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.7,,2001,CRESCENT BAY 113-41,5/24/2001,5317,53170,,1,AD,,,,,,,
TAGGED,40722,AK,SJ,H,SHELDON JACKSON,2000,SHELDON JACKSON,ANDREW CR 108-40,CHINOOK,PRESMOLT    ,,,2002,CRESCENT BAY 113-41,6/1/2002,2832,28320,,1,AD,,,,,,,
NOT TAGGED,!01051SJ01,AK,SJ,H,SHELDON JACKSON,2003,MEDVEJIE,ANDREW CR 108-40,CHINOOK,SMOLT       ,58.5,164,2005,CRESCENT BAY 113-41,5/18/2005,0,7545,,1,NO MARK,,,,,,,
NOT TAGGED,!01061SJ01,AK,SJ,H,SHELDON JACKSON,2004,MEDVEJIE,ANDREW CR 108-40,CHINOOK,SMOLT       ,67.72,174,2006,CRESCENT BAY 113-41,5/23/2006,0,8875,,1,NO MARK,,,,,,,
TAGGED,40868,AK,SJ,H,SHELDON JACKSON,2005,MEDVEJIE,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.72,113,2007,CRESCENT BAY 113-41,5/14/2007,8475,25833,,1,AD,,,,,,,
TAGGED,40824,AK,SJ,H,SHELDON JACKSON,2005,MEDVEJIE,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.37,115,2007,CRESCENT BAY 113-41,5/14/2007,11329,28701,,1,AD,,,,,,,
TAGGED,40377,AK,SJ,H,SHELDON JACKSON,2006,MEDVEJIE,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.5,115,2008,CRESCENT BAY 113-41,5/9/2008,21038,45427,,1,AD,,,,,,,
TAGGED,41692,AK,SJ,H,SHELDON JACKSON,2007,MEDVEJIE,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.72,111,2009,CRESCENT BAY 113-41,5/22/2009,21426,45938,,1,AD,,,,,,,
TAGGED,41764,AK,SJ,H,SHELDON JACKSON,2008,MEDVEJIE,ANDREW CR 108-40,CHINOOK,SMOLT       ,18,126,2010,CRESCENT BAY 113-41,5/21/2010,21947,90926,,1,AD,,,,,,,
TAGGED,42622,AK,SJ,H,SHELDON JACKSON,1984,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,11.8,,1986,SITKA SOUND 113-41,5/20/1986,9510,18692,,1,AD,,,,,,,
TAGGED,42620,AK,SJ,H,SHELDON JACKSON,1984,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12,,1986,SITKA SOUND 113-41,5/21/1986,10183,10719,,1,AD,,,,,,,
TAGGED,42621,AK,SJ,H,SHELDON JACKSON,1984,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.7,,1986,SITKA SOUND 113-41,5/20/1986,9870,24753,,1,AD,,,,,,,
TAGGED,42763,AK,SJ,H,SHELDON JACKSON,1985,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.3,,1987,SITKA SOUND 113-41,5/15/1987,4010,4018,,1,AD,,,,,,,
TAGGED,42761,AK,SJ,H,SHELDON JACKSON,1985,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.7,,1987,SITKA SOUND 113-41,5/15/1987,10004,10126,,1,AD,,,,,,,
TAGGED,42801,AK,SJ,H,SHELDON JACKSON,1985,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.4,,1987,SITKA SOUND 113-41,5/15/1987,3803,21258,,1,AD,,,,,,,
TAGGED,42762,AK,SJ,H,SHELDON JACKSON,1985,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.5,,1987,SITKA SOUND 113-41,5/15/1987,10124,10247,,1,AD,,,,,,,
TAGGED,42014,AK,SJ,H,SHELDON JACKSON,1986,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20,,1988,SITKA SOUND 113-41,5/18/1988,11717,12005,Y,1,AD,,,,,,,
TAGGED,43008,AK,SJ,H,SHELDON JACKSON,1986,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.8,,1988,SITKA SOUND 113-41,5/18/1988,9053,9071,Y,1,AD,,,,,,,
TAGGED,43009,AK,SJ,H,SHELDON JACKSON,1986,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,29.9,,1988,SITKA SOUND 113-41,5/18/1988,10611,11202,Y,1,AD,,,,,,,
TAGGED,43221,AK,SJ,H,SHELDON JACKSON,1987,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.5,,1989,SITKA SOUND 113-41,5/22/1989,10839,48522,,1,AD,,,,,,,
TAGGED,43223,AK,SJ,H,SHELDON JACKSON,1987,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.5,,1989,SITKA SOUND 113-41,5/22/1989,10467,48170,,1,AD,,,,,,,
TAGGED,43416,AK,SSRA,H,BEAVER FALLS,1989,WHITMAN LK,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,11.23,93,1990,CARROLL INLET 101-45,5/29/1990,10816,10838,Z,1,AD,,,,,,,
TAGGED,43417,AK,SSRA,H,BEAVER FALLS,1989,WHITMAN LK,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,11.23,93,1990,CARROLL INLET 101-45,5/29/1990,10362,10383,Z,1,AD,,,,,,,
TAGGED,43418,AK,SSRA,H,BEAVER FALLS,1989,WHITMAN LK,CHICKAMIN R 101-71,CHINOOK,SMOLT       ,11.23,93,1990,CARROLL INLET 101-45,5/29/1990,6041,6053,Z,1,AD,,,,,,,
TAGGED,40175,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.68,131,2001,ANITA BAY 107-30,5/23/2001,10324,61117,,1,AD,,,,,,,
TAGGED,40180,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.68,131,2001,ANITA BAY 107-30,5/23/2001,10350,61264,,1,AD,,,,,,,
TAGGED,40181,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.68,131,2001,ANITA BAY 107-30,5/23/2001,10385,61484,,1,AD,,,,,,,
TAGGED,40182,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.68,135,2001,ANITA BAY 107-30,5/23/2001,10357,185782,,1,AD,,,,,,,
TAGGED,40749,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.9,128,2003,ANITA BAY 107-30,5/27/2003,10596,93534,,1,AD,,,,,,,
TAGGED,40746,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.9,131,2003,ANITA BAY 107-30,4/17/2003,10607,93534,,1,AD,,,,,,,
TAGGED,40748,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,26.52,114,2003,ANITA BAY 107-30,5/27/2003,10485,108770,,1,AD,,,,,,,
TAGGED,40747,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,26.52,131,2003,ANITA BAY 107-30,5/27/2003,10701,110968,,1,AD,,,,,,,
TAGGED,40892,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,33.24,147,2004,ANITA BAY 107-30,5/24/2004,11226,94830,,1,AD,,,,"COMBINE WITH 040893, 040894 & 040895",,,
TAGGED,40894,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,33.71,147,2004,ANITA BAY 107-30,5/24/2004,11143,127040,,1,AD,,,,"COMBINE WITH 040892, 040893 & 040895",,,
TAGGED,40893,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,34.19,148,2004,ANITA BAY 107-30,5/24/2004,11049,154979,,1,AD,,,,"COMBINE WITH 040892, 040894 & 040895",,,
TAGGED,40895,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,34.19,148,2004,ANITA BAY 107-30,5/24/2004,11147,94126,,1,AD,,,,"COMBINE WITH 040892, 040893 & 040894",,,
TAGGED,41070,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.6,132,2005,ANITA BAY 107-30,5/26/2005,7591,66584,,1,AD,,,,,,,
TAGGED,41071,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.6,132,2005,ANITA BAY 107-30,5/26/2005,7880,69025,,1,AD,,,,,,,
TAGGED,41072,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.75,134,2005,ANITA BAY 107-30,5/26/2005,7611,96682,,1,AD,,,,,,,
TAGGED,41073,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.75,134,2005,ANITA BAY 107-30,5/26/2005,7688,97849,,1,AD,,,,,,,
TAGGED,41241,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.61,111,2006,ANITA BAY 107-30,5/20/2006,10205,110437,,1,AD,,,,,,,
TAGGED,41242,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.61,111,2006,ANITA BAY 107-30,5/20/2006,10134,109561,,1,AD,,,,,,,
TAGGED,41243,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.61,111,2006,ANITA BAY 107-30,5/20/2006,10062,108685,,1,AD,,,,,,,
TAGGED,41244,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.61,111,2006,ANITA BAY 107-30,5/20/2006,10156,109561,,1,AD,,,,,,,
TAGGED,41419,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.25,121,2007,ANITA BAY 107-30,6/1/2007,7849,79151,,1,AD,,,,,,,
TAGGED,41421,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.25,121,2007,ANITA BAY 107-30,6/1/2007,6943,69817,,1,AD,,,,,,,
TAGGED,41422,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.25,121,2007,ANITA BAY 107-30,6/1/2007,7708,77657,,1,AD,,,,,,,
TAGGED,41423,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.25,121,2007,ANITA BAY 107-30,6/1/2007,8877,89605,,1,AD,,,,,,,
TAGGED,41424,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.25,121,2007,ANITA BAY 107-30,6/1/2007,5678,57123,,1,AD,,,,,,,
TAGGED,41579,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.16,117,2008,ANITA BAY 107-30,5/31/2008,7791,87500,,1,AD,,,,,,,
TAGGED,41580,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.16,117,2008,ANITA BAY 107-30,5/31/2008,7790,87500,,1,AD,,,,,,,
TAGGED,41577,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.55,119,2008,ANITA BAY 107-30,5/31/2008,6812,83860,,1,AD,,,,,,,
TAGGED,41578,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.55,119,2008,ANITA BAY 107-30,5/31/2008,6883,84540,,1,AD,,,,,,,
TAGGED,41793,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.7,119,2009,ANITA BAY 107-30,5/27/2009,10597,136900,,1,AD,,,,,,,
TAGGED,41794,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.7,119,2009,ANITA BAY 107-30,5/27/2009,10771,139000,,1,AD,,,,,,,
TAGGED,41795,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.7,119,2009,ANITA BAY 107-30,5/27/2009,10835,140250,,1,AD,,,,,,,
TAGGED,41796,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.7,119,2009,ANITA BAY 107-30,5/27/2009,10145,130880,,1,AD,,,,,,,
TAGGED,42178,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.6,126,2010,ANITA BAY 107-30,5/23/2010,10230,142100,,1,AD+TM,"1,5H","1:1.1,2.5",WHITMAN08CHIN,,,,
TAGGED,42175,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.2,129,2010,ANITA BAY 107-30,5/23/2010,10745,137218,,1,AD+TM,"1,5H","1:1.1,2.5",WHITMAN08CHIN,,,,
TAGGED,42176,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.2,129,2010,ANITA BAY 107-30,5/23/2010,10743,137194,,1,AD+TM,"1,5H","1:1.1,2.5",WHITMAN08CHIN,,,,
TAGGED,42177,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.2,129,2010,ANITA BAY 107-30,5/23/2010,10695,136588,,1,AD+TM,"1,5H","1:1.1,2.5",WHITMAN08CHIN,,,,
TAGGED,42480,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,31.1,127,2011,ANITA BAY 107-30,5/26/2011,9192,107273,,1,AD,,,,,,,
TAGGED,42482,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,31.1,127,2011,ANITA BAY 107-30,5/26/2011,6225,78698,,1,AD,,,,,,,
TAGGED,42483,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,31.1,127,2011,ANITA BAY 107-30,5/26/2011,6011,76219,,1,AD,,,,,,,
